02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	20	69	40	0	0		158	57213749	µôÂä½ø±³°ü	2026-04-17 23:25:04	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	75	40	0	0		278	57214027	µôÂä½ø±³°ü	2026-04-17 23:26:10	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		5000	57219027	QFunction|	2026-04-17 23:26:16	+	0
02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		3000	57222027	QFunction|	2026-04-17 23:26:16	+	0
02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		3000	57225027	QFunction|	2026-04-17 23:26:16	+	0
02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		1250	57226277	QFunction|	2026-04-17 23:26:16	+	0
02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		2000	57228277	QFunction|	2026-04-17 23:26:16	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		3750	57232027	QFunction|	2026-04-17 23:26:16	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	28	80	40	0	0		3750	57235777	QFunction|	2026-04-17 23:26:17	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	31	77	40	0	0		5000	57240777	QFunction|	2026-04-17 23:26:56	+	0
02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	D5072	31	77	40	0	0		1850	57242627	QFunction|	2026-04-17 23:26:56	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	¹þµÏË¹	1773657920000001167	0159	5	14	40	0	0		10898	57231729	Ìú½³ÆÌÀÏ°å|	2026-04-17 23:27:49	-	0

