1/1	0:01:09
0/1	0:06:09
1/1	0:12:05
1/1	0:17:05
1/1	0:22:05
0/1	15:59:05
0/0	16:04:05
0/0	16:09:05
1/1	16:24:14
0/1	16:29:14
1/1	16:35:11
1/1	16:40:11
0/1	16:45:11
1/1	16:50:11
1/1	16:55:11
1/1	17:00:11
1/1	17:05:11
1/1	17:10:11
1/1	17:15:11
1/1	17:20:11
1/1	17:25:11
1/1	17:30:11
1/1	17:35:11
1/1	17:40:11
1/1	17:45:11
1/1	17:50:11
1/1	17:55:11
1/1	18:00:11
1/1	18:05:11
1/1	18:10:11
1/1	18:15:11
0/1	18:20:11
0/0	18:25:11
1/1	18:30:11
0/1	18:35:11
1/1	18:40:11
1/1	18:45:11
1/1	18:50:11
1/1	18:55:11
1/1	19:02:48
1/1	19:07:48
0/1	19:53:47
0/1	19:58:47
1/1	20:03:47
0/1	20:08:47
0/1	20:13:47
1/1	20:18:47
1/1	20:23:47
1/1	20:55:01
0/1	21:00:01
0/1	21:05:01
1/1	21:10:01
1/1	21:15:01
1/1	21:20:01
0/1	21:25:01
0/0	21:30:01
1/1	21:35:01
1/1	21:40:01
0/1	21:45:01
1/1	21:50:01
0/1	21:55:01
0/0	22:00:01
0/0	22:05:01
0/1	22:10:01
0/1	22:15:01
1/1	22:20:01
1/1	22:29:39
1/1	22:41:45
1/1	22:46:45
1/1	22:51:45
1/1	22:56:45
1/1	23:01:45
1/1	23:06:45
1/1	23:11:45
1/1	23:16:45
1/1	23:21:45
1/1	23:26:45
1/1	23:31:45
0/1	23:36:45
1/1	23:41:45
1/1	23:46:45
0/1	23:51:45
1/1	23:56:45
