0/1	0:01:45
0/0	0:06:45
1/1	0:11:45
1/1	0:16:45
1/1	0:21:45
1/1	0:26:45
1/1	0:31:45
1/1	0:36:45
1/1	0:41:45
1/1	0:46:45
1/1	0:51:45
1/1	0:56:45
0/1	1:01:45
0/0	14:56:10
1/1	15:01:10
0/1	15:06:10
1/1	15:11:10
1/1	15:16:10
0/1	15:21:10
1/1	15:26:10
1/1	15:31:10
1/1	15:36:10
1/1	15:41:10
0/1	15:46:10
1/1	15:51:10
0/1	15:56:10
1/1	16:01:10
1/1	16:06:10
1/1	16:11:10
0/1	16:16:10
1/1	16:21:10
0/1	16:27:49
1/1	16:32:49
0/1	16:37:49
1/1	16:42:49
0/1	16:47:49
1/1	16:52:49
0/1	16:57:49
1/1	17:02:49
1/1	17:07:49
1/1	17:12:49
1/1	17:17:49
1/1	17:22:49
1/1	17:27:49
1/1	17:32:49
1/1	17:37:49
1/1	17:42:49
1/1	17:47:49
1/1	17:52:49
1/1	17:57:49
1/1	18:02:49
1/1	18:07:49
1/1	18:12:49
1/1	18:17:49
1/1	18:22:49
1/1	18:27:49
1/1	18:32:49
1/1	18:37:49
1/1	18:42:49
0/1	18:47:49
0/0	18:52:49
1/1	18:57:49
1/1	19:02:49
0/1	19:07:49
1/1	19:12:49
0/1	19:17:49
0/1	19:22:49
0/1	19:27:49
1/1	19:32:49
1/1	19:37:49
1/1	19:42:49
1/1	19:47:49
1/1	19:52:49
1/1	19:57:49
0/1	20:02:49
0/0	20:07:49
1/1	20:20:05
1/1	20:25:05
1/1	20:30:05
0/1	20:35:05
1/1	20:40:05
0/1	20:45:05
0/0	20:50:05
0/0	20:55:05
0/0	21:00:05
1/1	21:05:05
0/1	21:10:05
0/0	21:15:05
1/1	21:20:05
0/1	21:25:05
1/1	21:30:05
1/1	21:35:05
1/1	21:40:05
1/1	21:45:05
1/1	21:50:05
0/1	21:55:05
1/1	22:00:05
1/1	22:05:05
1/1	22:10:05
1/1	22:15:05
1/1	22:20:05
1/1	22:25:05
1/1	22:30:05
1/1	22:35:05
1/1	22:40:05
0/1	22:45:05
1/1	22:50:05
1/1	22:55:05
1/1	23:00:05
1/1	23:05:05
1/1	23:10:05
1/1	23:15:05
1/1	23:20:05
1/1	23:25:05
1/1	23:30:05
1/1	23:35:05
1/1	23:40:05
1/1	23:45:05
