0/0	19:48:32
0/0	19:53:32
0/0	19:58:32
0/0	20:03:32
0/0	20:08:32
0/0	20:13:32
0/0	20:18:32
0/0	20:23:32
0/0	20:28:32
0/0	20:33:32
0/0	20:38:32
0/0	20:43:32
0/0	20:48:32
0/0	20:53:32
0/0	20:58:32
0/0	21:03:32
0/0	21:08:32
0/0	21:13:32
0/0	21:18:32
0/0	21:23:32
0/0	21:28:32
0/0	21:33:32
0/0	21:38:32
0/0	21:43:32
0/0	21:48:32
0/0	21:53:32
0/0	21:58:32
0/0	22:03:32
0/0	22:08:32
0/0	22:13:32
0/0	22:18:32
0/0	22:23:32
0/0	22:28:32
0/0	22:33:32
0/0	22:38:32
0/0	22:43:32
0/0	22:48:32
0/0	22:53:32
0/0	22:58:32
0/0	23:03:32
0/0	23:08:32
0/0	23:13:32
0/0	23:18:32
0/0	23:23:32
0/0	23:28:32
1/1	23:33:32
1/1	23:38:32
1/1	23:43:32
1/1	23:48:32
1/1	23:53:32
1/1	23:58:32
