0/0	1:05:50
0/0	1:10:50
1/1	1:23:10
1/1	1:28:10
1/1	1:33:10
0/1	1:38:10
0/0	1:43:10
0/0	1:48:10
0/0	1:53:10
0/0	1:58:10
1/1	10:22:09
1/1	10:27:09
1/1	10:32:09
1/1	10:37:09
1/1	10:42:09
1/1	10:47:09
1/1	10:52:09
1/1	10:57:09
1/1	11:02:09
1/1	11:07:09
1/1	11:12:09
1/1	11:17:09
1/1	11:22:09
1/1	11:27:09
1/1	11:32:09
1/1	11:37:09
1/1	11:42:09
1/1	11:47:09
1/1	11:52:09
1/1	11:57:09
1/1	12:02:09
1/1	12:07:09
1/1	12:12:09
1/1	12:17:09
1/1	12:22:09
1/1	12:27:09
1/1	12:32:09
1/1	12:37:09
1/1	12:42:09
1/1	12:47:09
1/1	12:52:09
1/1	12:57:09
1/1	13:02:09
1/1	13:07:09
1/1	13:12:09
1/1	13:17:09
1/1	13:22:09
1/1	13:27:09
1/1	13:53:14
1/1	13:58:14
1/1	14:03:14
1/1	14:08:14
0/1	14:13:14
1/1	14:18:14
1/1	14:23:14
1/1	14:28:14
0/1	14:33:14
0/0	14:38:14
1/1	14:43:14
1/1	14:48:14
0/1	14:53:14
0/0	14:58:14
0/0	15:03:14
1/1	15:08:14
1/1	15:13:14
1/1	15:18:14
1/1	15:23:14
1/1	15:28:14
1/1	15:33:14
1/1	15:38:14
0/1	15:43:14
0/0	15:48:14
0/0	15:53:14
0/0	15:58:14
1/1	16:03:14
1/1	16:08:14
1/1	16:13:14
1/1	16:18:14
1/1	16:23:14
1/1	16:28:14
1/1	16:33:14
1/1	16:38:14
1/1	16:43:14
0/1	16:48:14
0/0	16:53:14
0/0	16:58:14
0/0	17:03:14
0/0	17:08:14
0/0	17:13:14
0/0	17:18:14
0/0	17:23:14
0/0	17:28:14
0/0	17:33:14
0/0	17:38:14
0/0	17:43:14
0/0	17:48:14
0/0	17:53:14
0/0	17:58:14
0/0	18:03:14
0/0	18:08:14
0/0	18:13:14
0/0	18:18:14
0/0	18:23:14
0/0	18:28:14
0/0	18:33:14
0/0	18:38:14
0/0	18:43:14
0/0	18:48:14
0/0	18:53:14
0/0	18:58:14
0/0	19:03:14
0/0	19:08:14
0/0	19:13:14
0/0	19:18:14
0/0	19:23:14
0/0	19:28:14
0/0	19:33:14
0/0	19:38:14
0/0	19:43:14
0/0	19:48:14
0/0	19:53:14
0/0	19:58:14
0/0	20:03:14
0/0	20:08:14
0/0	20:13:14
0/0	20:18:14
0/0	20:23:14
0/0	20:28:14
0/0	20:33:14
0/0	20:38:14
0/0	20:43:14
0/0	20:48:14
0/0	20:53:14
0/0	20:58:14
0/0	21:03:14
0/0	21:08:14
0/0	21:13:14
0/0	21:18:14
0/0	21:23:14
0/0	21:28:14
0/0	21:33:14
0/0	21:38:14
0/0	21:43:14
0/0	21:48:14
0/0	21:53:14
0/0	21:58:14
0/0	22:03:14
0/0	22:08:14
0/0	22:13:14
0/0	22:18:14
0/0	22:23:14
0/0	22:28:14
0/0	22:33:14
0/0	22:38:14
0/0	22:43:14
0/0	22:48:14
0/0	22:53:14
0/0	22:58:14
0/0	23:03:14
0/0	23:08:14
0/0	23:13:14
0/0	23:18:14
0/0	23:23:14
0/0	23:28:14
0/0	23:33:14
0/0	23:38:14
0/0	23:43:14
0/0	23:48:14
0/0	23:53:14
0/0	23:58:14
