1/1	14:58:02
1/1	15:03:02
1/1	15:08:02
1/1	15:13:02
1/1	15:18:02
1/1	15:23:02
1/1	15:28:02
1/1	15:33:02
1/1	15:38:02
1/1	15:43:02
1/1	15:48:02
1/1	15:53:02
1/1	15:58:02
1/1	16:03:02
1/1	16:08:02
1/1	16:13:02
1/1	16:18:02
1/1	16:23:02
1/1	16:28:02
1/1	16:33:02
0/1	16:38:02
0/1	16:43:02
0/0	16:48:02
0/0	16:53:02
0/0	16:58:02
0/0	17:03:02
0/0	17:08:02
1/1	17:13:02
0/1	17:18:02
0/0	17:23:02
0/0	17:28:02
1/1	17:33:02
1/1	17:37:46
1/1	17:42:46
1/1	17:47:46
1/1	17:52:46
0/1	17:57:46
1/1	18:02:46
1/1	18:08:13
1/1	18:13:13
1/1	18:18:13
1/1	18:23:13
1/1	18:28:13
1/1	18:33:13
0/1	18:38:13
1/1	18:43:13
0/1	18:48:13
0/0	18:53:13
0/1	18:58:13
1/1	19:03:13
1/1	19:08:13
0/1	19:13:13
1/1	19:18:13
1/1	19:23:13
1/1	19:28:13
1/1	19:33:13
1/1	19:38:13
1/1	19:43:13
