02001	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	69	11	21	1023	0		0	0	127.0.0.1	2026-04-03 15:21:01	人物离线0/0/51	0

02000	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	69	11	21	0	0		1	0	127.0.0.1	2026-04-03 15:22:03	人物上线	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	69	11	21	0	1	金币	90	460605	掉落进背包	2026-04-03 15:22:10	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	64	23	21	0	1	金币	118	460723	掉落进背包	2026-04-03 15:22:25	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	46	73	21	0	1	金币	50	460773	掉落进背包	2026-04-03 15:23:32	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	50	75	21	0	1	金币	167	460940	掉落进背包	2026-04-03 15:23:36	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	76	74	21	0	1	金币	164	461104	掉落进背包	2026-04-03 15:24:00	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	85	78	21	0	1	金币	394	461498	掉落进背包	2026-04-03 15:24:08	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	92	87	21	0	1	金币	124	461622	掉落进背包	2026-04-03 15:24:16	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	82	47	21	0	1	金币	203	461825	掉落进背包	2026-04-03 15:24:40	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	82	41	21	0	1	金币	280	462105	掉落进背包	2026-04-03 15:24:43	+	0

02002	soft119	b4d74785ccea37c832e960f7f868f333	哈迪斯	1773657920000001167	E002	87	26	21	0	1	金币	77	462182	掉落进背包	2026-04-03 15:24:56	+	0

